site,season,burned,tsf,ndvi_abs,ndvi_het
IRC10,22_2,burned_post,7,0.227,0.0281
IRC12,22_2,unburned_post,7,0.209,0.0373
IRC13,22_2,unburned_post,7,0.203,0.0256
LI-ME2,22_2,burned_post,7,0.222,0.0228
LO-WE2,22_2,burned_post,20,0.212,0.0254
MO-FR1,22_2,unburned_post,20,0.203,0.0359
OR-LO,22_2,burned_post,8,0.181,0.0272
OV-TR,22_2,burned_post,20,0.178,0.0392
RO-CA2,22_2,burned_post,8,0.19,0.0208
SO-GY,22_2,burned_post,20,0.202,0.0271
UP-WE,22_2,burned_post,20,0.198,0.023
WE-TR1,22_2,burned_post,20,0.214,0.0267
WE-TR3,22_2,burned_post,20,0.201,0.0276
AG-CH,22_3,burned_post,9,0.094,0.0342
AU-TR,22_3,burned_post,8,0.096,0.0357
BO-SP,22_3,burned_post,9,0.102,0.0364
BO-TR,22_3,burned_post,9,0.106,0.0315
CG-001,22_3,unburned_post,9,0.208,0.0575
CG-002,22_3,unburned_post,9,0.183,0.0436
CG-003,22_3,unburned_post,9,0.189,0.0498
CG-004,22_3,unburned_post,9,0.274,0.0376
CG-005,22_3,unburned_post,9,0.255,0.0432
CG-006,22_3,unburned_post,9,0.256,0.0476
CG-016,22_3,burned_post,9,0.215,0.0586
CG-017,22_3,unburned_post,9,0.223,0.0403
CG-018,22_3,burned_post,9,0.267,0.0341
CG-019,22_3,unburned_post,9,0.223,0.0371
CG-020,22_3,unburned_post,9,0.263,0.0446
CG-029,22_3,burned_post,9,0.194,0.0555
CG-030,22_3,burned_post,9,0.238,0.054
CG-031,22_3,unburned_post,9,0.267,0.0431
CG-033,22_3,unburned_post,9,0.287,0.0492
CG-042,22_3,burned_post,9,0.099,0.0344
CG-044,22_3,burned_post,9,0.191,0.0376
CG-045,22_3,burned_post,9,0.205,0.0533
CG-047,22_3,unburned_post,9,0.276,0.0416
CG-048,22_3,unburned_post,9,0.266,0.0352
CG-056,22_3,burned_post,9,0.182,0.0531
CG-057,22_3,burned_post,9,0.115,0.0395
CG-058,22_3,burned_post,9,0.147,0.07
CG-059,22_3,burned_post,9,0.21,0.0371
CG-069,22_3,burned_post,9,0.199,0.0599
CG-070,22_3,burned_post,9,0.156,0.0664
CG-071,22_3,burned_post,9,0.16,0.0385
CG-073,22_3,unburned_post,9,0.276,0.0447
CG-074,22_3,unburned_post,9,0.294,0.0426
CG-075,22_3,unburned_post,9,0.287,0.0391
CG-084,22_3,unburned_post,9,0.322,0.0355
CG-085,22_3,unburned_post,9,0.281,0.0472
CG-088,22_3,unburned_post,9,0.257,0.0523
CG-089,22_3,burned_post,9,0.273,0.0439
CG-090,22_3,unburned_post,9,0.264,0.0517
CG-092,22_3,unburned_post,9,0.3,0.0493
CG-096,22_3,unburned_post,9,0.248,0.037
CG-097,22_3,unburned_post,9,0.234,0.0738
CG-098,22_3,unburned_post,9,0.267,0.0477
CG-102,22_3,unburned_post,9,0.243,0.044
CG-103,22_3,unburned_post,9,0.215,0.0497
CO-TR,22_3,burned_post,8,0.084,0.032
DO-CA3,22_3,unburned_post,21,0.079,0.0461
DR-SP2,22_3,burned_post,9,0.066,0.0395
EA-MW2,22_3,unburned_post,21,0.087,0.0341
FR-RO,22_3,unburned_post,21,0.105,0.0379
GY-FO,22_3,burned_post,21,0.114,0.0323
IR-ME1,22_3,burned_post,8,0.105,0.0349
IRC01,22_3,unburned_post,8,0.067,0.0252
IRC02,22_3,unburned_post,8,0.086,0.0348
IRC03,22_3,burned_post,8,0.095,0.0357
IRC04,22_3,burned_post,8,0.115,0.0291
IRC05,22_3,burned_post,8,0.097,0.0239
IRC06,22_3,burned_post,8,0.116,0.0339
IRC07,22_3,burned_post,8,0.112,0.0317
IRC09,22_3,burned_post,9,0.096,0.0307
IRC10,22_3,burned_post,8,0.103,0.0352
IRC12,22_3,unburned_post,8,0.103,0.0357
IRC13,22_3,unburned_post,8,0.093,0.0244
LI-ME2,22_3,burned_post,8,0.1,0.0392
LO-WE2,22_3,burned_post,21,0.117,0.0305
MO-FR1,22_3,unburned_post,21,0.102,0.0378
OR-LO,22_3,burned_post,9,0.1,0.0531
OV-TR,22_3,burned_post,21,0.089,0.0363
RO-CA2,22_3,burned_post,9,0.098,0.0442
SO-GY,22_3,burned_post,21,0.11,0.0416
UP-WE,22_3,burned_post,21,0.104,0.0359
WE-TR1,22_3,burned_post,21,0.119,0.0344
WE-TR3,22_3,burned_post,21,0.111,0.0379
AG-CH,22_4,burned_post,10,0.235,0.0834
AU-TR,22_4,burned_post,9,0.176,0.0668
BO-SP,22_4,burned_post,10,0.24,0.0802
BO-TR,22_4,burned_post,10,0.233,0.0919
CG-001,22_4,unburned_post,10,0.251,0.082
CG-002,22_4,unburned_post,10,0.232,0.0546
CG-003,22_4,unburned_post,10,0.209,0.087
CG-004,22_4,unburned_post,10,0.263,0.049
CG-005,22_4,unburned_post,10,0.241,0.0534
CG-006,22_4,unburned_post,10,0.204,0.0703
CG-016,22_4,burned_post,10,0.22,0.0724
CG-017,22_4,unburned_post,10,0.235,0.0458
CG-018,22_4,burned_post,10,0.281,0.0491
CG-019,22_4,unburned_post,10,0.197,0.0505
CG-020,22_4,unburned_post,10,0.251,0.0696
CG-029,22_4,burned_post,10,0.213,0.0673
CG-030,22_4,burned_post,10,0.24,0.0622
CG-031,22_4,unburned_post,10,0.241,0.0686
CG-033,22_4,unburned_post,10,0.267,0.0689
CG-042,22_4,burned_post,10,0.128,0.058
CG-044,22_4,burned_post,10,0.191,0.0459
CG-045,22_4,burned_post,10,0.174,0.0741
CG-047,22_4,unburned_post,10,0.251,0.0649
CG-048,22_4,unburned_post,10,0.251,0.0505
CG-056,22_4,burned_post,10,0.174,0.0647
CG-057,22_4,burned_post,10,0.133,0.0644
CG-058,22_4,burned_post,10,0.15,0.1013
CG-059,22_4,burned_post,10,0.233,0.0442
CG-069,22_4,burned_post,10,0.227,0.0634
CG-070,22_4,burned_post,10,0.166,0.0763
CG-071,22_4,burned_post,10,0.196,0.0559
CG-073,22_4,unburned_post,10,0.254,0.0691
CG-074,22_4,unburned_post,10,0.297,0.0747
CG-075,22_4,unburned_post,10,0.287,0.0532
CG-084,22_4,unburned_post,10,0.329,0.0501
CG-085,22_4,unburned_post,10,0.269,0.0676
CG-088,22_4,unburned_post,10,0.27,0.084
CG-089,22_4,burned_post,10,0.235,0.0584
CG-090,22_4,unburned_post,10,0.244,0.0829
CG-092,22_4,unburned_post,10,0.286,0.0671
CG-096,22_4,unburned_post,10,0.24,0.0559
CG-097,22_4,unburned_post,10,0.279,0.0758
CG-098,22_4,unburned_post,10,0.269,0.0626
CG-102,22_4,unburned_post,10,0.252,0.0591
CG-103,22_4,unburned_post,10,0.228,0.06
CO-TR,22_4,burned_post,9,0.199,0.0786
DO-CA3,22_4,unburned_post,22,0.136,0.1124
DR-SP2,22_4,burned_post,10,0.153,0.0832
EA-MW2,22_4,unburned_post,22,0.139,0.0586
FR-RO,22_4,unburned_post,22,0.154,0.0557
GY-FO,22_4,burned_post,22,0.193,0.0683
IR-ME1,22_4,burned_post,9,0.16,0.0672
IRC01,22_4,unburned_post,9,0.133,0.0622
IRC02,22_4,unburned_post,9,0.176,0.0743
IRC03,22_4,burned_post,9,0.185,0.0675
IRC04,22_4,burned_post,9,0.178,0.052
IRC05,22_4,burned_post,9,0.141,0.0548
IRC06,22_4,burned_post,9,0.138,0.059
IRC07,22_4,burned_post,9,0.138,0.0638
IRC09,22_4,burned_post,10,0.202,0.0726
IRC10,22_4,burned_post,9,0.182,0.059
IRC12,22_4,unburned_post,9,0.143,0.0625
IRC13,22_4,unburned_post,9,0.126,0.0359
LI-ME2,22_4,burned_post,9,0.174,0.0611
LO-WE2,22_4,burned_post,22,0.184,0.0524
MO-FR1,22_4,unburned_post,22,0.161,0.0603
OR-LO,22_4,burned_post,10,0.182,0.0793
OV-TR,22_4,burned_post,22,0.171,0.0569
RO-CA2,22_4,burned_post,10,0.204,0.0781
SO-GY,22_4,burned_post,22,0.181,0.0778
UP-WE,22_4,burned_post,22,0.205,0.0692
WE-TR1,22_4,burned_post,22,0.198,0.0568
WE-TR3,22_4,burned_post,22,0.21,0.0561
